aesthetics,aesRound,memory,memRound,quality,quaRound,anomaly,anomalyRound,index
0.503814998,0.5,0.404580153,0.4,0.938518779,0.9,0.434531593,0.4,46
0.594517026,0.6,0.458015267,0.5,0.854987393,0.9,0.352868103,0.4,47
0.274961239,0.3,0.511450382,0.5,0.859187041,0.9,0.306851413,0.3,48
0.323723182,0.3,0.366412214,0.4,0.666048102,0.7,0.824341812,0.8,49
0.514300838,0.5,0.251908397,0.3,0.901627426,0.9,1,1,50
0.326797372,0.3,0.20610687,0.2,0.91854694,0.9,0.60219412,0.6,51
0.386298144,0.4,0.221374046,0.2,0.92812158,0.9,0.210375113,0.2,52
0.398213615,0.4,0.389312977,0.4,0.80194053,0.8,0.334858977,0.3,53
0.511985646,0.5,0.282442748,0.3,0.825171317,0.8,0.435154895,0.4,54
0.376535501,0.4,0.312977099,0.3,0.885008399,0.9,0.350123458,0.4,55
0.521232362,0.5,0.404580153,0.4,0.890675658,0.9,0.277657668,0.3,56
0.454564931,0.5,0.328244275,0.3,0.89719742,0.9,0.239036346,0.2,57
0.480281228,0.5,0.312977099,0.3,0.84306083,0.8,0.238875597,0.2,58
0.241763472,0.2,0.297709924,0.3,0.884476535,0.9,0.204230393,0.2,59
0.521044764,0.5,0.305343511,0.3,0.848855289,0.8,0.147093031,0.1,60
0.44638787,0.4,0.244274809,0.2,0.906068382,0.9,0.205555662,0.2,61
0.484860286,0.5,0.381679389,0.4,0.963489833,1,0.268987609,0.3,62
0.541660683,0.5,0.381679389,0.4,0.935550343,0.9,0.22416104,0.2,63
0.529802004,0.5,0.290076336,0.3,0.951404531,1,0.161482672,0.2,64
0.482165338,0.5,0.396946565,0.4,0.895835327,0.9,0.212831737,0.2,65
0.617570616,0.6,0.366412214,0.4,0.932659235,0.9,0.235349804,0.2,66
0.655774678,0.7,0.404580153,0.4,0.876407864,0.9,0.253309493,0.3,67
0.591397276,0.6,0.488549618,0.5,0.976358674,1,0.361034877,0.4,68
0.440385306,0.4,0.427480916,0.4,0.805822245,0.8,0.479281675,0.5,69
0.341515298,0.3,0.312977099,0.3,0.723692952,0.7,0.449087475,0.4,70
0.370628798,0.4,0.328244275,0.3,0.773147334,0.8,0.396984415,0.4,71
0.167256128,0.2,0.358778626,0.4,0.803463946,0.8,0.297359785,0.3,72
0.209826328,0.2,0.34351145,0.3,0.960717257,1,0.249317933,0.2,73
0.214976797,0.2,0.335877863,0.3,0.91666083,0.9,0.365909673,0.4,74
0.352560437,0.4,0.473282443,0.5,0.885808861,0.9,0.344922915,0.3,75
0.361426072,0.4,0.366412214,0.4,0.887362277,0.9,0.288586499,0.3,76
0.460342677,0.5,0.297709924,0.3,0.959746241,1,0.178970479,0.2,77
0.360332952,0.4,0.267175573,0.3,0.881370681,0.9,0.325322782,0.3,78
0.078588295,0.1,0.396946565,0.4,0.923701156,0.9,0.342152153,0.3,79
0.191962128,0.2,0.335877863,0.3,0.905715344,0.9,0.15088933,0.2,80
0.323633975,0.3,0.20610687,0.2,0.952516225,1,0.074979313,0.1,81
0.333254875,0.3,0.251908397,0.3,0.950029491,1,0.149682835,0.1,82
0.134633541,0.1,0.290076336,0.3,0.932927594,0.9,0.127203945,0.1,83
0.145808029,0.1,0.244274809,0.2,0.894393534,0.9,0.125062185,0.1,84
0.084827149,0.1,0.13740458,0.1,0.883757175,0.9,0.100735567,0.1,85
0.16335267,0.2,0.175572519,0.2,0.918383391,0.9,0.093532663,0.1,86
0.142313998,0.1,0.27480916,0.3,0.896870422,0.9,0.151710692,0.2,87
0.220086118,0.2,0.167938931,0.2,0.970147525,1,0.314235794,0.3,88
0.11228134,0.1,0.328244275,0.3,0.948321597,0.9,0.49404256,0.5,89
0.366107935,0.4,0.358778626,0.4,0.989610798,1,0.214581212,0.2,90
0.360268577,0.4,0.396946565,0.4,0.961900384,1,0.14250978,0.1,91
0.400371447,0.4,0.473282443,0.5,0.962421569,1,0.099481086,0.1,92
0.343415843,0.3,0.389312977,0.4,0.874736139,0.9,0.234310379,0.2,93
0.410184839,0.4,0.435114504,0.4,0.857396925,0.9,0.138288238,0.1,94
0.43349572,0.4,0.389312977,0.4,0.858912803,0.9,0.140577791,0.1,95
0.286562182,0.3,0.374045802,0.4,0.864698944,0.9,0.16424763,0.2,96
0.235185234,0.2,0.366412214,0.4,0.844643851,0.8,0.14278754,0.1,97
0.255543776,0.3,0.404580153,0.4,0.864549749,0.9,0.162521786,0.2,98
0.285057903,0.3,0.351145038,0.4,0.825619556,0.8,0.099983438,0.1,99
0.376284015,0.4,0.381679389,0.4,0.889118631,0.9,0.093567901,0.1,100
0.295321079,0.3,0.366412214,0.4,0.888000985,0.9,0.160710436,0.2,101
0.326296977,0.3,0.34351145,0.3,0.877997629,0.9,0.11902805,0.1,102
0.256426381,0.3,0.404580153,0.4,0.844392819,0.8,0.030093046,0,103
0.424173926,0.4,0.389312977,0.4,0.837288846,0.8,0.04993311,0,104
0.331814012,0.3,0.351145038,0.4,0.830713221,0.8,0.053946849,0.1,105
0.341855628,0.3,0.236641221,0.2,0.901321005,0.9,0.111480122,0.1,106
0.294737605,0.3,0.236641221,0.2,0.827654309,0.8,0.268655852,0.3,107
0.387450333,0.4,0.229007634,0.2,0.804804226,0.8,0.23356395,0.2,108
0.3976734,0.4,0.312977099,0.3,0.84357649,0.8,0.129863499,0.1,109
0.406970651,0.4,0.282442748,0.3,0.833135371,0.8,0.037890336,0,110
0.408167959,0.4,0.312977099,0.3,0.820813313,0.8,0.026148435,0,111
0.451649479,0.5,0.282442748,0.3,0.819491299,0.8,0.042611328,0,112
0.283587979,0.3,0.335877863,0.3,0.857974566,0.9,0.044205029,0,113
0.356039791,0.4,0.305343511,0.3,0.843742088,0.8,0.030268719,0,114
0.337069396,0.3,0.328244275,0.3,0.802435844,0.8,0.056017096,0.1,115
0.40871965,0.4,0.34351145,0.3,0.809737002,0.8,0.047951684,0,116
0.282725065,0.3,0.297709924,0.3,0.8794981,0.9,0.080997694,0.1,117
0.416881337,0.4,0.290076336,0.3,0.837588081,0.8,0.042039225,0,118
0.283817267,0.3,0.297709924,0.3,0.863879118,0.9,0.06494543,0.1,119
0.419527654,0.4,0.251908397,0.3,0.869865583,0.9,0.053197,0.1,120
0.369858949,0.4,0.351145038,0.4,0.897386197,0.9,0.086050858,0.1,121
0.325623189,0.3,0.290076336,0.3,0.869371211,0.9,0.108568718,0.1,122
0.385504224,0.4,0.312977099,0.3,0.837229067,0.8,0.101842152,0.1,123
0.342571742,0.3,0.267175573,0.3,0.829473716,0.8,0.059766963,0.1,124
0.389122868,0.4,0.335877863,0.3,0.835355547,0.8,0.075245776,0.1,125
0.395880778,0.4,0.251908397,0.3,0.835648454,0.8,0.032104631,0,126
0.444310533,0.4,0.305343511,0.3,0.797319921,0.8,0.116645531,0.1,127
0.458728505,0.5,0.328244275,0.3,0.866937306,0.9,0.223481771,0.2,128
0.481297697,0.5,0.297709924,0.3,0.841688603,0.8,0.159119533,0.2,129
0.4698391,0.5,0.312977099,0.3,0.814767075,0.8,0.158869652,0.2,130
0.40638071,0.4,0.259541985,0.3,0.809513597,0.8,0.21539107,0.2,131
0.383329007,0.4,0.190839695,0.2,0.810251898,0.8,0.15271861,0.2,132
0.267977962,0.3,0.221374046,0.2,0.847522886,0.8,0.090998411,0.1,133
0.372311168,0.4,0.213740458,0.2,0.83412629,0.8,0.097755137,0.1,134
0.412172265,0.4,0.13740458,0.1,0.793273424,0.8,0.121417618,0.1,135
0.404401572,0.4,0.183206107,0.2,0.779890332,0.8,0.128180459,0.1,136
0.334546552,0.3,0.229007634,0.2,0.859484868,0.9,0.122635928,0.1,137
0.355449267,0.4,0.259541985,0.3,0.866296063,0.9,0.1029164,0.1,138
0.428378467,0.4,0.27480916,0.3,0.836999596,0.8,0.096763595,0.1,139
0.395981459,0.4,0.244274809,0.2,0.790696884,0.8,0.118512639,0.1,140
0.474866046,0.5,0.236641221,0.2,0.768668256,0.8,0.114476824,0.1,141
0.478469991,0.5,0.366412214,0.4,0.715709274,0.7,0.188718725,0.2,142
0.507587737,0.5,0.389312977,0.4,0.756866212,0.8,0.170867549,0.2,143
0.416647736,0.4,0.312977099,0.3,0.781342813,0.8,0.149342475,0.1,144
0.467459639,0.5,0.320610687,0.3,0.765396829,0.8,0.066337652,0.1,145
0.428173899,0.4,0.320610687,0.3,0.773743823,0.8,0.008198074,0,146
0.486803763,0.5,0.335877863,0.3,0.777955571,0.8,0.010773782,0,147
0.47881795,0.5,0.335877863,0.3,0.760675827,0.8,0.025513732,0,148
0.462181284,0.5,0.312977099,0.3,0.771625361,0.8,0,0,149
0.466590646,0.5,0.328244275,0.3,0.793799202,0.8,0.01645854,0,150
0.444799645,0.4,0.335877863,0.3,0.723239456,0.7,0.021972289,0,151
0.481921255,0.5,0.328244275,0.3,0.801002628,0.8,0.002262503,0,152
0.429100544,0.4,0.320610687,0.3,0.726040618,0.7,0.001754243,0,153
0.397752183,0.4,0.282442748,0.3,0.75554677,0.8,0.039266182,0,154
0.444661484,0.4,0.290076336,0.3,0.749948969,0.7,0.02342597,0,155
0.472769052,0.5,0.27480916,0.3,0.730789363,0.7,0.028735751,0,156
0.505348772,0.5,0.297709924,0.3,0.756446814,0.8,0.0374112,0,157
0.402123091,0.4,0.312977099,0.3,0.71569157,0.7,0.104297843,0.1,158
0.212670874,0.2,0.358778626,0.4,0.678391754,0.7,0.446345006,0.4,159
0.022070984,0,0.358778626,0.4,0.603744579,0.6,0.776130298,0.8,160
0.086891252,0.1,0.374045802,0.4,0.481271479,0.5,0.727283044,0.7,161
0.834418589,0.8,0.946564885,0.9,0.214688794,0.2,0.651138589,0.7,162
0.281339326,0.3,0.389312977,0.4,0.399601204,0.4,0.658354345,0.7,163
0.312448889,0.3,0.267175573,0.3,0.299854348,0.3,0.581927258,0.6,164
0.224005542,0.2,0.526717557,0.5,0.25596358,0.3,0.803013139,0.8,165
0.60272211,0.6,0.671755725,0.7,0.276388428,0.3,0.670819148,0.7,166
0.485041183,0.5,0.419847328,0.4,0.267409401,0.3,0.748370646,0.7,167
0.248534061,0.2,0.007633588,0,0.179308355,0.2,0.480401525,0.5,168
0,0,0,0,0,0,0.475882739,0.5,169
0.511715004,0.5,0.41221374,0.4,0.311603274,0.3,0.611753011,0.6,170
0.416939713,0.4,0.442748092,0.4,0.233315587,0.2,0.221516617,0.2,171
0.427123557,0.4,0.41221374,0.4,0.276390937,0.3,0.057096215,0.1,172
0.472631596,0.5,0.335877863,0.3,0.255034545,0.3,0.087012344,0.1,173
0.432532096,0.4,0.435114504,0.4,0.279490752,0.3,0.09510149,0.1,174
0.391072413,0.4,0.465648855,0.5,0.274266038,0.3,0.09563421,0.1,175
0.427442759,0.4,0.450381679,0.5,0.256759424,0.3,0.088490796,0.1,176
0.480145421,0.5,0.458015267,0.5,0.327327539,0.3,0.078424059,0.1,177
0.463076723,0.5,0.465648855,0.5,0.289860316,0.3,0.07450681,0.1,178
0.444316836,0.4,0.427480916,0.4,0.320844156,0.3,0.075093319,0.1,179
0.401561139,0.4,0.442748092,0.4,0.274438576,0.3,0.076310697,0.1,180
0.451795869,0.5,0.419847328,0.4,0.2765815,0.3,0.076188503,0.1,181
0.451795869,0.5,0.419847328,0.4,0.2765815,0.3,0.076188503,0.1,182
0.451795869,0.5,0.419847328,0.4,0.2765815,0.3,0.076188503,0.1,183
0.451795869,0.5,0.419847328,0.4,0.2765815,0.3,0.076188503,0.1,184
0.451795869,0.5,0.419847328,0.4,0.2765815,0.3,0.076188503,0.1,185
0.451795869,0.5,0.419847328,0.4,0.2765815,0.3,0.076188503,0.1,186
0.451795869,0.5,0.419847328,0.4,0.2765815,0.3,0.076188503,0.1,187
0.451795869,0.5,0.419847328,0.4,0.2765815,0.3,0.076188503,0.1,188
0.451795869,0.5,0.419847328,0.4,0.2765815,0.3,0.076188503,0.1,189
0.451795869,0.5,0.419847328,0.4,0.2765815,0.3,0.076188503,0.1,190
0.451795869,0.5,0.419847328,0.4,0.2765815,0.3,0.076188503,0.1,191
