aesthetics,aesRound,memory,memRound,quality,quaRound,anomaly,anomalyRound,index
0.758116039,0.8,0.155035285,0.2,0.85219297,0.9,0.297164409,0.3,0
0.773315375,0.8,0.157955226,0.2,0.862204656,0.9,0.172493723,0.2,1
0.759780195,0.8,0.162077762,0.2,0.856191944,0.9,0.190746513,0.2,2
0.780367034,0.8,0.170263048,0.2,0.85701063,0.9,0.194350804,0.2,3
0.773735641,0.8,0.163713794,0.2,0.878763643,0.9,0.171538459,0.2,4
0.768058871,0.8,0.161964891,0.2,0.868247543,0.9,0.177434018,0.2,5
0.763912981,0.8,0.164438606,0.2,0.877482598,0.9,0.185652465,0.2,6
0.76478519,0.8,0.169821053,0.2,0.871981286,0.9,0.168532895,0.2,7
0.760533099,0.8,0.174099989,0.2,0.864633491,0.9,0.17965469,0.2,8
0.753812339,0.8,0.164760863,0.2,0.881557871,0.9,0.176358765,0.2,9
0.766008688,0.8,0.169025291,0.2,0.884852624,0.9,0.179680047,0.2,10
0.766221996,0.8,0.165633534,0.2,0.87763874,0.9,0.177682074,0.2,11
0.761881913,0.8,0.166783051,0.2,0.867032024,0.9,0.185015755,0.2,12
0.763755244,0.8,0.16619813,0.2,0.856956618,0.9,0.17960711,0.2,13
0.772324325,0.8,0.17048816,0.2,0.878369321,0.9,0.181777466,0.2,14
0.76792553,0.8,0.167400153,0.2,0.859432146,0.9,0.177566669,0.2,15
0.77549286,0.8,0.164136683,0.2,0.859347911,0.9,0.181465771,0.2,16
0.769570452,0.8,0.173186122,0.2,0.868451603,0.9,0.179751236,0.2,17
0.775747019,0.8,0.173699609,0.2,0.868369121,0.9,0.182663223,0.2,18
0.771105176,0.8,0.175209101,0.2,0.883848052,0.9,0.179095598,0.2,19
0.764107741,0.8,0.170382721,0.2,0.851227821,0.9,0.179974497,0.2,20
0.765865026,0.8,0.173430167,0.2,0.848126378,0.8,0.182370982,0.2,21
0.775569099,0.8,0.176018762,0.2,0.833798992,0.8,0.182394887,0.2,22
0.775477258,0.8,0.170053269,0.2,0.827356213,0.8,0.173110419,0.2,23
