IP2,IP5
-0.056892111,0.095221803
0.111980834,0.108087733
-0.101431255,0.116127219
0.026591472,-0.113113505
-0.01552036,0.034504938
-0.053774612,-0.040288381
-0.158749773,-0.041751698
0.025765906,0.091409917
0.066037426,0.01054774
-0.151568907,0.062685372
0.040686629,-0.013469618
0.066014388,0.127075834
0.02060908,-0.1010543
-0.140481722,-0.115491174
0.012691477,0.098395548
-0.085213533,-0.116220988
0.120555705,-0.011875143
-0.040165828,0.05547814
0.229078001,-0.201175944
-0.129718537,0.151431973
0.038307395,-0.103311013
0.010513305,0.010698533
0.242152456,-0.06301705
-0.151260499,-0.013738965
-0.074243882,0.038201871
0.076644052,0.038480281
0.061365008,0.017368652
-0.426141471,0.045474586
-0.026200058,0.009299529
0.040855303,0.213035156
0.015960123,-0.148748575
0.231697109,-0.0009807
-0.029274494,0.021257192
-0.017348733,-0.030462623
-0.007562878,-0.019688344
-0.173105684,-0.018176961
0.157852153,-0.033826918
-0.328402603,0.096790195
0.269277946,-0.068204337
-0.022066986,-0.064620714
0.206767773,-0.09177116
-0.079047454,0.284553267
-0.144493814,-0.139764553
-0.159413654,0.03126622
0.084264702,-0.12467176
0.075261671,0.033698075
0.076522574,0.024372965
-0.269599611,0.020319849
0.041138985,0.000582666
0.16078464,-0.063640208
-0.158191038,-0.046127717
0.050199013,0.045043715
0.010052724,-0.122480381
0.095986043,-0.017019102
-0.114275216,0.060479114
0.122076392,0.005000391
-0.056245307,-0.007402985
0.021696066,0.06379164
-0.20123026,0.111487447
0.23562123,-0.100977862
-0.062985777,0.041912723
0.032458021,0.050112535
0.047920787,-0.100928347
-0.010004811,-0.024085882
-0.040189623,0.013472879
0.114237363,-0.085404701
0.032231619,-0.014533344
-0.054313279,0.009589604
-0.12740426,-0.002360488
-0.083413653,0.053070754
0.024562184,0.083928624
-0.171579408,-0.005337465
0.035915198,-0.036029936
0.004345296,-0.053938105
0.116075181,0.079730732
0.00747967,-0.158236674
0.083452966,0.044112019
-0.084375198,0.073500851
-0.237699498,-0.019693262
0.095650095,-0.070645078
0.111087579,0.079137539
0.008116864,-0.013742908
-0.167570849,-0.012703407
0.00942758,-0.041243045
-0.051447735,-0.018973263
0.066249621,0.055050505
-0.017749695,-0.010527995
0.065614,0.017127815
-0.090951651,0.00666541
0.214145868,0.024484801
-0.004926491,-0.035578807
0.033833586,0.026236312
-0.048051731,-0.000366526
0.056330995,-0.033699545
0.01966669,-0.062800011
-0.123963409,0.031795592
-0.043345187,-0.100638204
0.01717589,0.052049956
0.024900182,0.054784971
0.076964728,0.009569892
-0.068305995,0.072191043
0.026133434,-0.011577501
-0.058947722,-0.027242439
0.141523561,-0.053430651
-0.077921283,0.120523767
0.00847181,0.012343123
-0.03975206,-0.003106773
0.078218942,-0.058263986
0.008624894,0.012339173
0.007843811,0.023158963
0.001010133,-0.029584478
0.036684051,0.048484917
-0.141788435,-0.015818141
0.061125416,0.009614677
-0.016004752,0.013324982
0.060449165,0.048696186
-0.106297844,-0.026724333
0.113183614,-0.027931723
-0.112262156,0.022506016
0.114494774,0.024663151
-0.041903993,-0.007913373
-0.037320381,-0.126434329
0.050519829,0.080428526
-0.036220844,-0.00682267
0.039273785,0.042230976
0.005701446,-0.013893134
0.040858728,0.059969882
0.01216401,0.004073545
0.019040949,-0.014722734
-0.009667274,-0.101580088
-0.053537936,0.014920363
-0.019448029,-0.105004057
-0.097318209,-0.046042705
0.088022789,-0.031585162
0.03362961,-0.10200701
-0.0065559,0.013089828
-0.058934581,0.129841305
0.017634992,-0.191584793
0.061528174,0.029410591
-0.027332382,0.17984629
0.066552555,0.146926976
0.00304054,-0.086330039
0.024565767,0.064588265
-0.076723345,-0.013435665
0.042868475,-0.039522521
-0.033144198,-0.019607502
0.049464254,0.027333974
-0.00673739,0.143266613
-0.014035855,-0.086236169
0.003720046,-0.034421583
-0.018384413,0.023907297
0.031318387,0.007682268
-0.044563246,-0.028963663
-0.02644767,0.036201733
0.039575967,-0.019980193
0.02371351,0.055073207
0.027486531,-0.015971144
-0.087088404,-0.069628083
-0.159835141,0.016408172
-0.160803397,-0.51258373
0.054686911,0.152564437
0.630666343,0.138349148
-0.466616348,-0.02318864
0.026246203,0.216965525
-0.074616993,0.221610545
0.319511784,-0.052404256
-0.099283861,-0.035399029
-0.199533949,0.100897447
-0.209680716,-0.024451627
0.431718566,0.031937923
-0.079959064,0.059482403
0.008591803,0.005577914
0.038393765,-0.061074269
-0.033830743,0.010094525
-0.034978288,0.037002131
0.030684567,-0.07001802
0.044463652,0.016046274
-0.014400347,0.009569416
-0.015827153,-0.017631431
-0.036071696,-0.037809619
0.042381531,0.082259529
