aesthetics,memory,motion,quality,visual_verbal,frame
0.42322928,0.25845047,0.00070757,0.67162117,0.37051092,92
0.42322928,0.25845047,0.00070757,0.65656082,0.35018855,93
0.42322928,0.25845047,0.00070757,0.61160765,0.3828643,94
0.42322928,0.26624498,0.00070757,0.61160765,0.27261843,95
0.40075853,0.28037281,0.00070757,0.61160765,0.39993804,96
0.40075853,0.28037281,0.00070757,0.6321198,0.42560881,97
0.40075853,0.28037281,0.00070757,0.67614026,0.45198359,98
0.40656343,0.2797038,0.00070757,0.68445997,0.38484239,99
0.40656343,0.2797038,0.00070757,0.68445997,0.38948325,100
0.4475957,0.2797038,0.00070757,0.68445997,0.38574622,101
0.45677607,0.2797038,0.00070757,0.70277274,0.32594595,102
0.49850657,0.2797038,0.00070757,0.71708872,0.3792604,103
0.53203898,0.28664456,0.01073446,0.71708872,0.44387849,104
0.53335592,0.29575644,0.01073446,0.71708872,0.46095522,105
0.53335592,0.31095751,0.01073446,0.67173459,0.4987036,106
0.53335592,0.31345317,0.01073446,0.67173459,0.44188243,107
0.48567339,0.32461301,0.01073446,0.65434178,0.44867507,108
0.48567339,0.33384913,0.01073446,0.65434178,0.37105458,109
0.45505878,0.33384913,0.01073446,0.65434178,0.42420351,110
0.45505878,0.33384913,0.00220235,0.69588948,0.33054461,111
0.45505878,0.33230464,0.00220235,0.71175887,0.36120824,112
0.45505878,0.33230464,0.00220235,0.71902633,0.31719483,113
0.45505878,0.33230464,0.01561833,0.71902633,0.438324,114
0.45852983,0.33230464,0.01561833,0.71902633,0.38457151,115
0.47317025,0.32832028,0.01561833,0.71902633,0.3775208,116
0.47317025,0.32497631,0.01561833,0.68878424,0.29529048,117
0.47317025,0.3127809,0.01561833,0.68878424,0.38211946,118
0.47317025,0.29380084,0.01561833,0.68246712,0.36184419,119
0.47317025,0.27163473,0.01561833,0.68246712,0.3269908,120
0.29318181,0.25593815,0.01561833,0.57675856,0.22750163,121
0.29318181,0.25593815,0.01561833,0.57675856,0.18630861,122
0.29318181,0.25210374,0.01561833,0.57675856,0.22248781,123
0.29318181,0.25210374,0.01561833,0.57675856,0.25182237,124
0.29318181,0.25210374,0.01561833,0.57675856,0.2400189,125
0.29318181,0.25889527,0.01561833,0.57675856,0.30148256,126
0.3544878,0.25927958,0.01561833,0.57675856,0.31356017,127
0.3544878,0.25927958,0,0.57675856,0.36400413,128
0.3544878,0.26345085,0,0.57675856,0.36586679,129
0.33422427,0.27264169,0,0.57675856,0.3888228,130
0.33422427,0.28490665,0,0.57675856,0.39040178,131
0.33422427,0.29038479,0,0.60009426,0.38823694,132
0.33422427,0.29038479,0,0.60009426,0.46127837,133
0.33422427,0.29038479,0.00009668,0.60812079,0.49023316,134
0.36823067,0.29038479,0.00009668,0.62193406,0.46191759,135
0.40088904,0.29038479,0.00009668,0.62578593,0.42347173,136
0.4171801,0.2789388,0.00009668,0.65629824,0.55995273,137
0.4171801,0.27628086,0.00009668,0.67698999,0.453121,138
0.4171801,0.27628086,0.03748974,0.67698999,0.54135554,139
0.39823889,0.27628086,0.03748974,0.67698999,0.53179152,140
0.3818036,0.27628086,0.03748974,0.65381718,0.55915779,141
0.3818036,0.27628086,0.03748974,0.65381718,0.63506127,142
0.3818036,0.27552927,0.03748974,0.65381718,0.70512332,143
0.3818036,0.2563786,0.04883652,0.61646787,0.49866793,144
0.3818036,0.25048827,0.04883652,0.61646787,0.53319328,145
0.37863558,0.25048827,0.04883652,0.61646787,0.49026882,146
0.37863558,0.25048827,0.04883652,0.62409599,0.47187418,147
0.37863558,0.25048827,0.04883652,0.62409599,0.53222955,148
0.37863558,0.25048827,0.04883652,0.63051378,0.53040392,149
0.35130262,0.25048827,0.04883652,0.63051378,0.55465959,150
0.34964,0.25048827,0.04883652,0.64372439,0.51854546,151
0.34964,0.25048827,0.04883652,0.64372439,0.49192403,152
0.34964,0.26449222,0.04883652,0.64372439,0.33173402,153
0.34964,0.26449222,0.04883652,0.6084869,0.3590208,154
0.34964,0.28093025,0.0610245,0.6084869,0.41859239,155
0.34964,0.28093025,0.0610245,0.6084869,0.43722388,156
0.38044509,0.28280254,0.06710448,0.6084869,0.33732091,157
0.38044509,0.29148991,0.06710448,0.64773085,0.35875482,158
0.42111355,0.29148991,0.06710448,0.64773085,0.24375756,159
0.42586308,0.29152721,0.06710448,0.64773085,0.3315116,160
0.45386535,0.29152721,0.06710448,0.64674747,0.26927098,161
0.45628288,0.29152721,0.06710448,0.63532491,0.21830622,162
0.47421532,0.29152721,0.06710448,0.63532491,0.12953945,163
0.47421532,0.29152721,0.10920794,0.63528551,0.18146331,164
0.47421532,0.2985118,0.10920794,0.63253123,0.24669638,165
0.41868695,0.31216187,0.10920794,0.59880269,0.30025585,166
0.40976495,0.31216187,0.04989243,0.59880269,0.19083595,167
0.40272548,0.31216187,0.04989243,0.59880269,0.20028155,168
0.40272548,0.31216187,0.04038515,0.62497258,0.09318031,169
0.40272548,0.30490816,0.04038515,0.62497258,0.11817102,170
0.40272548,0.30490816,0.04038515,0.62497258,0.14818237,171
0.40272548,0.30490816,0.04038515,0.62497258,0.11454453,172
0.40406595,0.3093337,0.04038515,0.61984226,0.05627424,173
0.41835667,0.3093337,0.04038515,0.61305889,0.05240109,174
0.41835667,0.3093337,0.04038515,0.61305889,0.00916002,175
0.41835667,0.3093337,0.08501638,0.61305889,0.00966312,176
0.43371804,0.3093337,0.08501638,0.65018432,0.09195196,177
0.43371804,0.31154321,0.08501638,0.65018432,0.02027527,178
0.43371804,0.31238174,0.04071583,0.65018432,0,179
0.41781597,0.32601116,0.04071583,0.65018432,0.08459307,180
0.41781597,0.32601116,0.04071583,0.65018432,0.11200345,181
0.41626397,0.32601116,0.03734846,0.64756845,0.16107288,182
0.41626397,0.32601116,0.03734846,0.64345929,0.28031979,183
0.41626397,0.32601116,0.03734846,0.64345929,0.30261017,184
0.42800739,0.31953548,0.03734846,0.64345929,0.30546786,185
0.42800739,0.31625707,0.03734846,0.64345929,0.33722345,186
0.42800739,0.31625707,0.03734846,0.64345929,0.29119329,187
0.4622413,0.31625707,0.03734846,0.64345929,0.2440935,188
0.4622413,0.31625707,0.03734846,0.64345929,0.26680613,189
0.4622413,0.31625707,0.03734846,0.64345929,0.23177578,190
0.4622413,0.31625707,0.03734846,0.64345929,0.27152158,191
0.4622413,0.31715645,0.03667577,0.64167279,0.29475499,192
0.4622413,0.31715645,0.03667577,0.60259274,0.38631248,193
0.4622413,0.31715645,0.03667577,0.60259274,0.37165976,194
0.4622413,0.29616139,0.03667577,0.5360106,0.39350258,195
0.4622413,0.29189812,0.01703111,0.5360106,0.40723023,196
0.46291457,0.29189812,0.01014437,0.5360106,0.40119878,197
0.47464099,0.29189812,0.01014437,0.5360106,0.39567532,198
0.47464099,0.29024751,0.01014437,0.56480814,0.38084728,199
0.47464099,0.29024751,0.01014437,0.56570994,0.35772113,200
0.36185751,0.2608813,0.01014437,0.56570994,0.37568563,201
0.36185751,0.23194467,0.01014437,0.57821758,0.38866054,202
0.36185751,0.23194467,0.01014437,0.57821758,0.42247207,203
0.43350676,0.23194467,0.01078066,0.57821758,0.36935717,204
0.43350676,0.23281653,0.01078066,0.59734894,0.38011551,205
0.48163916,0.24934656,0.01078066,0.59734894,0.36419388,206
0.49014894,0.25153434,0.01078066,0.59734894,0.37636079,207
0.4916589,0.25153434,0.01078066,0.59734894,0.41921528,208
0.4916589,0.25153434,0.01078066,0.59734894,0.29921072,209
0.51108434,0.25153434,0.01078066,0.59734894,0.43895369,210
0.51108434,0.25153434,0.01078066,0.59536877,0.35736559,211
0.51108434,0.24959396,0.01078066,0.59536877,0.31977647,212
0.51108434,0.24959396,0.036999,0.59536877,0.3697824,213
0.51108434,0.24840915,0.036999,0.59147495,0.31984154,214
0.51108434,0.24752969,0.036999,0.59147495,0.33135425,215
0.51108434,0.24281764,0.036999,0.59147495,0.41090736,216
0.51108434,0.24281764,0.036999,0.61183249,0.33906188,217
0.46635146,0.24171759,0.036999,0.61183249,0.42211027,218
0.46635146,0.23947838,0.036999,0.61183249,0.43169852,219
0.46635146,0.23947838,0.036999,0.59397829,0.42819208,220
0.46635146,0.23947838,0.036999,0.59397829,0.37083706,221
0.44734756,0.23947838,0.00654407,0.59397829,0.39900834,222
0.44734756,0.23947838,0.00654407,0.6268597,0.35865083,223
0.41270546,0.23947838,0.00654407,0.6268597,0.31004856,224
0.41270546,0.23947838,0.03576849,0.6268597,0.40184317,225
0.41270546,0.23947838,0.03869107,0.62916138,0.36830741,226
0.46498088,0.23947838,0.03869107,0.62916138,0.38066243,227
0.49792342,0.25463454,0.03869107,0.62916138,0.32333028,228
0.49792342,0.27590851,0.02564674,0.62916138,0.31187746,229
0.49792342,0.2868713,0.02564674,0.62916138,0.3095343,230
0.49792342,0.2868713,0.02564674,0.62916138,0.3428283,231
0.49792342,0.2868713,0.02564674,0.62916138,0.31312513,232
0.49792342,0.30378602,0.05605578,0.6304232,0.2954835,233
0.48185079,0.30378602,0.05605578,0.69283312,0.2568087,234
0.48185079,0.30378602,0.05605578,0.69283312,0.26091896,235
0.48185079,0.30378602,0.02421191,0.69283312,0.21373995,236
0.48185033,0.30378602,0.02421191,0.68152302,0.13678318,237
0.48185033,0.30243423,0.02421191,0.676512,0.23858284,238
0.48185033,0.30122733,0.02421191,0.676512,0.27023307,239
0.48185033,0.29501643,0.02421191,0.676512,0.27613657,240
0.41096694,0.29501643,0.02421191,0.65930891,0.3702855,241
0.41096694,0.29501643,0.02421191,0.65930891,0.36684522,242
0.41096694,0.29516204,0.02548452,0.63682076,0.41872851,243
0.4050431,0.29516204,0.03376069,0.62489567,0.41991003,244
0.4050431,0.29516204,0.03709518,0.62489567,0.32562144,245
0.4041303,0.29516204,0.03709518,0.62489567,0.31403223,246
0.4041303,0.29516204,0.03709518,0.62489567,0.39227261,247
0.4041303,0.29516204,0.05456544,0.62489567,0.40889524,248
0.42508639,0.29516204,0.0629228,0.62489567,0.39450388,249
0.42777119,0.29758634,0.0629228,0.62489567,0.38468667,250
0.49742549,0.29758634,0.0629228,0.57165438,0.29580638,251
0.49742549,0.29859475,0.03897688,0.57165438,0.23909084,252
0.49742549,0.29872225,0.03897688,0.56726257,0.30851041,253
0.49371842,0.29872225,0.03897688,0.56726257,0.28523643,254
0.49036883,0.29872225,0.03897688,0.56726257,0.38635468,255
0.47096632,0.29872225,0.03897688,0.56609954,0.33262315,256
0.47096632,0.301566,0.03897688,0.56609954,0.29574648,257
0.47096632,0.301566,0.03897688,0.56609954,0.30696545,258
0.47096632,0.301566,0.03897688,0.56609954,0.24064369,259
0.47096632,0.301566,0.0492589,0.56609954,0.28114876,260
0.47096632,0.31005632,0.0492589,0.56609954,0.31600542,261
0.47096632,0.31852816,0.0492589,0.56609954,0.29440598,262
0.46606086,0.31852816,0.0492589,0.5434767,0.32536499,263
0.46151424,0.31852816,0.0492589,0.53231372,0.29706739,264
0.44763539,0.31852816,0.0492589,0.53231372,0.27586869,265
0.44633052,0.32214053,0.0492589,0.52211248,0.33099081,266
0.44633052,0.33429031,0.0492589,0.52211248,0.42670893,267
0.44633052,0.33727351,0.03930244,0.52211248,0.39641853,268
0.43364946,0.34818632,0.02706347,0.52211248,0.43288004,269
0.43097539,0.34818632,0.00780508,0.52211248,0.43352742,270
0.43097539,0.34818632,0.00780508,0.52211248,0.33570463,271
0.43097539,0.34711706,0.00780508,0.54914218,0.30756274,272
0.43097539,0.34711706,0.04251976,0.54914218,0.28694827,273
0.42267535,0.34711706,0.04251976,0.54914218,0.30986044,274
0.39669757,0.34711706,0.04251976,0.54914218,0.24986061,275
0.39669757,0.34711706,0.04251976,0.57741253,0.32795643,276
0.39669757,0.33959965,0.05175489,0.57741253,0.29858294,277
0.4328104,0.32521248,0.05175489,0.57741253,0.25007323,278
0.4328104,0.32521248,0.05175489,0.58536129,0.33124726,279
0.4328104,0.32521248,0.05175489,0.58536129,0.35108422,280
0.40912011,0.32521248,0.05175489,0.59978262,0.37743804,281
0.40912011,0.32521248,0.05175489,0.61871219,0.40424459,282
0.40912011,0.32521248,0.04245883,0.61871219,0.42491596,283
0.43889461,0.32521248,0.04245883,0.63368586,0.41964868,284
0.43889461,0.32699493,0.04245883,0.63646228,0.32835227,285
0.43889461,0.35016908,0.05421964,0.63646228,0.36518211,286
0.43889461,0.35275819,0.05421964,0.70621604,0.41556265,287
0.42305481,0.35275819,0.05421964,0.70621604,0.3145013,288
0.42305481,0.35275819,0.0376807,0.70621604,0.28869277,289
0.42305481,0.35275819,0.0376807,0.6796622,0.33466767,290
0.42305481,0.35275819,0.0376807,0.6796622,0.36741964,291
0.42305481,0.34945733,0.0376807,0.66978041,0.38162616,292
0.42305481,0.31695325,0.02176304,0.66978041,0.43019277,293
0.42305481,0.31695325,0.02176304,0.66978041,0.44307348,294
0.42305481,0.31695325,0.02176304,0.66978041,0.50109685,295
0.42305481,0.31695325,0.02176304,0.66806597,0.49652269,296
0.46340959,0.32420479,0.02176304,0.63618718,0.49629537,297
0.47276903,0.32985136,0.02176304,0.60389413,0.50026135,298
0.47276903,0.32985136,0.02176304,0.58210743,0.47484213,299
0.47276903,0.32985136,0.02176304,0.57648275,0.4167409,300
0.47276903,0.32296022,0.02176304,0.56797434,0.44134367,301
0.47276903,0.32296022,0.02176304,0.56797434,0.43450912,302
0.47276903,0.32296022,0.0283215,0.56797434,0.39418563,303
0.49752576,0.32296022,0.0283215,0.56797434,0.32972844,304
0.50711121,0.32296022,0.0283215,0.59519946,0.35304624,305
0.50711121,0.32296022,0.0283215,0.61267634,0.35813167,306
0.5182743,0.32506324,0.0283215,0.61267634,0.4802782,307
0.5182743,0.33026682,0.0283215,0.61267634,0.36407709,308
0.5182743,0.33026682,0.0283215,0.58176849,0.32234042,309
0.48697478,0.33026682,0.0283215,0.58176849,0.33797483,310
0.48697478,0.33026682,0.06035862,0.58176849,0.35238579,311
0.48697478,0.33961052,0.06035862,0.58176849,0.40315264,312
0.48568321,0.33961052,0.06035862,0.58176849,0.42954702,313
0.48568321,0.33961052,0.06035862,0.58176849,0.49651779,314
0.47987791,0.33961052,0.06035862,0.58365776,0.49944354,315
0.47987791,0.33473366,0.06620124,0.58365776,0.43073153,316
0.46418835,0.33473366,0.0725857,0.60708446,0.45752011,317
0.44950269,0.33473366,0.14033895,0.60708446,0.4067451,318
0.44950269,0.33473366,0.14033895,0.60708446,0.47826771,319
0.44950269,0.33473366,0.14033895,0.60708446,0.44513759,320
0.44950269,0.34384481,0.09555472,0.60708446,0.52044405,321
0.44950269,0.34468877,0.09555472,0.60914839,0.49665255,322
0.44950269,0.34468877,0.09555472,0.61436411,0.38911001,323
0.44950269,0.34468877,0.11307283,0.61436411,0.43345746,324
0.44950269,0.34468877,0.11307283,0.61436411,0.41057305,325
0.44950269,0.35485832,0.11307283,0.61436411,0.45731239,326
0.47790035,0.35485832,0.11307283,0.61436411,0.4634884,327
0.47790035,0.36465587,0.03876557,0.57714781,0.42038863,328
0.50254615,0.37140538,0.03876557,0.57714781,0.38213579,329
0.50254615,0.37140538,0.03876557,0.57714781,0.42762583,330
0.50254615,0.37140538,0.08604376,0.58224372,0.44127398,331
0.50254615,0.36369056,0.08604376,0.58224372,0.52424914,332
0.48795599,0.36369056,0.08604376,0.58224372,0.35977708,333
0.48795599,0.36227974,0.08604376,0.5759581,0.40337642,334
0.48795599,0.35627023,0.08604376,0.5759581,0.34862263,335
0.48795599,0.344006,0.08604376,0.5759581,0.41814619,336
0.48795599,0.344006,0.08604376,0.62409077,0.43566613,337
0.45254141,0.344006,0.08604376,0.62409077,0.37145695,338
0.45254141,0.34531975,0.08604376,0.66545076,0.34761344,339
0.45254141,0.35111881,0.08604376,0.66745855,0.388302,340
0.45254141,0.35111881,0.07035104,0.704993,0.35806497,341
0.45254141,0.35282122,0.07035104,0.704993,0.32375361,342
0.43219647,0.36878403,0.07035104,0.704993,0.24409024,343
0.39147361,0.36878403,0.07035104,0.70102049,0.32531136,344
0.39147361,0.36878403,0.07035104,0.70102049,0.33825714,345
0.39147361,0.36826172,0.07035104,0.70102049,0.32283045,346
0.39147361,0.36826172,0.07035104,0.67727118,0.20428945,347
0.4144305,0.36573563,0.07035104,0.65377269,0.18870214,348
0.4144305,0.36573563,0.07035104,0.61841417,0.1630654,349
0.4144305,0.36573563,0.07035104,0.61841417,0.24579091,350
0.41427459,0.36573563,0.07035104,0.60971195,0.22926247,351
0.41427459,0.36527091,0.05821891,0.60971195,0.15955079,352
0.41427459,0.36147707,0.05821891,0.59562735,0.20035778,353
0.41427459,0.34959896,0.0519634,0.59562735,0.19428576,354
0.41427459,0.3429668,0.0519634,0.59562735,0.24751582,355
0.3895081,0.3429668,0.0519634,0.62442542,0.19889095,356
0.3895081,0.33966413,0.08728432,0.62442542,0.19433612,357
0.3895081,0.30106977,0.08728432,0.62442542,0.32501299,358
0.3895081,0.29928586,0.09299699,0.62442542,0.27411302,359
0.3895081,0.29928586,0.09299699,0.62442542,0.33032546,360
0.36823952,0.28401162,0.09299699,0.62442542,0.36130543,361
0.36823952,0.28401162,0.09299699,0.62442542,0.31542446,362
0.36823952,0.28401162,0.09299699,0.62442542,0.36512031,363
0.36823952,0.29824521,0.09299699,0.6182734,0.32045162,364
0.42995654,0.29824521,0.09299699,0.6182734,0.29817077,365
0.42995654,0.29824521,0.09299699,0.6182734,0.35017576,366
0.42995654,0.31295838,0.10586158,0.59383249,0.27767962,367
0.42995654,0.31583401,0.10586158,0.56006091,0.36908629,368
0.42995654,0.31583401,0.10586158,0.53732235,0.35890401,369
0.42995654,0.31583401,0.10586158,0.51199908,0.27039696,370
0.44265219,0.31197787,0.08301702,0.51199908,0.20958749,371
0.44265219,0.31197787,0.08301702,0.51199908,0.33719268,372
0.44265219,0.31197787,0.08301702,0.51199908,0.31516828,373
0.45685763,0.31197787,0.08301702,0.52383563,0.30985227,374
0.47065431,0.30204992,0.08301702,0.52406048,0.29211645,375
0.50912211,0.25953277,0.08301702,0.57602774,0.21245798,376
0.50912211,0.25529124,0.0957551,0.59461793,0.25208998,377
0.52971644,0.25529124,0.0957551,0.59461793,0.24194037,378
0.52971644,0.25529124,0.0957551,0.64994008,0.26554702,379
0.52971644,0.27959839,0.0957551,0.68410261,0.34139551,380
0.52971644,0.28570606,0.0957551,0.68742017,0.31115031,381
0.53378179,0.30238098,0.0957551,0.71036202,0.33479753,382
0.53378179,0.30238098,0.0957551,0.71036202,0.26739198,383
0.53378179,0.30238098,0.0957551,0.71036202,0.25353584,384
0.53378179,0.2964403,0.0957551,0.70306864,0.21403043,385
0.53378179,0.2964403,0.0957551,0.68970802,0.2063307,386
0.53378179,0.2964403,0.0957551,0.68970802,0.16094629,387
0.53378179,0.30533992,0.0957551,0.6831286,0.1545514,388
0.53378179,0.30533992,0.0957551,0.6831286,0.18028206,389
0.49308831,0.30533992,0.0957551,0.66438366,0.25603309,390
0.49308831,0.30217525,0.09363002,0.6606181,0.31153335,391
0.49308831,0.29656091,0.09363002,0.61192596,0.33757409,392
0.49898496,0.29656091,0.05430347,0.61192596,0.29915573,393
0.50401371,0.29656091,0.05430347,0.61192596,0.31995996,394
0.50401371,0.29938981,0.05430347,0.61192596,0.3017665,395
0.50401371,0.29938981,0.05430347,0.61192596,0.15128018,396
0.50401371,0.29938981,0.05430347,0.61192596,0.11395867,397
0.50401371,0.29938981,0.05430347,0.61192596,0.22041062,398
0.50401371,0.32937541,0.05430347,0.61192596,0.30993177,399
0.50104222,0.32937541,0.05430347,0.61192596,0.28481446,400
0.50104222,0.3320884,0.05430347,0.63228565,0.31424811,401
0.50104222,0.33777916,0.05900192,0.63228565,0.19835219,402
0.50104222,0.34377816,0.0806103,0.66565846,0.2851082,403
0.49210417,0.34377816,0.16530532,0.68057158,0.34339946,404
0.49210417,0.34774478,0.16530532,0.68057158,0.28778731,405
0.48121152,0.34774478,0.16530532,0.68057158,0.32291321,406
0.47405227,0.34774478,0.12275002,0.68057158,0.2784212,407
0.44269953,0.33978583,0.08923028,0.68057158,0.31228963,408
0.44269953,0.33978583,0.08923028,0.68057158,0.29388355,409
0.41533025,0.33978583,0.08923028,0.66440461,0.28565187,410
0.35944311,0.33522917,0.08923028,0.66440461,0.24250989,411
0.31596057,0.33522917,0.08923028,0.66440461,0.28367051,412
0.31596057,0.33522917,0.11654136,0.68133353,0.2783692,413
0.31596057,0.32545951,0.11654136,0.71089118,0.27790993,414
0.32304224,0.32545951,0.11654136,0.71709753,0.29547697,415
0.32304224,0.31169824,0.11654136,0.71709753,0.27601325,416
0.35216003,0.31169824,0.15756059,0.71709753,0.29512986,417
0.35216003,0.31169824,0.15756059,0.71709753,0.2842806,418
0.35216003,0.31169824,0.15756059,0.69688346,0.33130225,419
0.35216003,0.31021787,0.15756059,0.68819764,0.17317799,420
0.37839064,0.29622188,0.10238749,0.68819764,0.322574,421
0.40852031,0.29555975,0.10238749,0.68819764,0.33090478,422
0.42616693,0.28528589,0.10238749,0.66550399,0.31014765,423
0.44469396,0.25301906,0.10238749,0.64766394,0.27553601,424
0.44469396,0.23738695,0.10238749,0.63468439,0.32009608,425
0.45462243,0.23738695,0.10238749,0.63468439,0.26654314,426
0.49809733,0.23738695,0.10238749,0.63468439,0.28303592,427
0.49911066,0.24505722,0.10238749,0.64283042,0.23681275,428
0.49911066,0.26585197,0.10238749,0.71299965,0.25979951,429
0.49911066,0.28370844,0.09867378,0.71569601,0.21320609,430
0.49911066,0.29161777,0.09867378,0.71569601,0.17213776,431
0.49911066,0.29161777,0.09867378,0.71569601,0.10968125,432
0.48028511,0.29582272,0.09867378,0.70418947,0.1577464,433
0.42919445,0.29582272,0.09867378,0.6921828,0.16643245,434
0.42919445,0.29582272,0.10444935,0.6921828,0.23092068,435
0.42919445,0.28882437,0.10444935,0.6921828,0.32295867,436
0.42919445,0.285187,0.10444935,0.6921828,0.32676702,437
