aesthetics,memory,motion,quality,visual_verbal,frame
0.63405003,0.45534361,0.09982051,0.51441738,0.3802372,964
0.63405003,0.45534361,0.09982051,0.50825688,0.33813218,965
0.63405003,0.44113501,0.09982051,0.50825688,0.39904074,966
0.61674817,0.44113501,0.09982051,0.50135076,0.41535357,967
0.50668594,0.43816122,0.09982051,0.50135076,0.43872637,968
0.50668594,0.41684162,0.09982051,0.50135076,0.51399063,969
0.50668594,0.38686218,0.09982051,0.50135076,0.46441647,970
0.5561033,0.38163143,0.09982051,0.49988439,0.36949519,971
0.5561033,0.37107468,0.09982051,0.45621778,0.51710287,972
0.5561033,0.37107468,0.09982051,0.45621778,0.49998067,973
0.5561033,0.37107468,0.11361068,0.45621778,0.45419689,974
0.5561033,0.47339821,0.11361068,0.55275236,0.4382671,975
0.5561033,0.49598521,0.11361068,0.56371191,0.30926805,976
0.59597725,0.50680384,0.11361068,0.56371191,0.33028816,977
0.59597725,0.50680384,0.11361068,0.56371191,0.28210786,978
0.59597725,0.50680384,0.11361068,0.56371191,0.33857838,979
0.59571582,0.49852361,0.11361068,0.56256688,0.3410612,980
0.59571582,0.48697765,0.11361068,0.53116523,0.36064362,981
0.59571582,0.48697765,0.11361068,0.53116523,0.36007872,982
0.59571582,0.47524696,0.11361068,0.53116523,0.35771786,983
0.59571582,0.45684282,0.11205325,0.52383029,0.29037058,984
0.59571582,0.45684282,0.11205325,0.52383029,0.2657188,985
0.6010817,0.45684282,0.11205325,0.52383029,0.36502639,986
0.6010817,0.48519845,0.11205325,0.52383029,0.3653833,987
0.6010817,0.51308393,0.11205325,0.52383029,0.23860571,988
0.56779774,0.5158114,0.11205325,0.52383029,0.25725027,989
0.56743724,0.5158114,0.11205325,0.52383029,0.34593074,990
0.56743724,0.5158114,0.11205325,0.52383029,0.31890667,991
0.56743724,0.49261444,0.11205325,0.52383029,0.36253241,992
0.56743724,0.44152113,0.11205325,0.51986252,0.34104323,993
0.50954669,0.42987556,0.09584948,0.51986252,0.38492842,994
0.50954669,0.42619075,0.09584948,0.51986252,0.36924201,995
0.5093015,0.42619075,0.09584948,0.51986252,0.38480346,996
0.5093015,0.42619075,0.09818709,0.51986252,0.35244242,997
0.5093015,0.42619075,0.09818709,0.56817349,0.42098565,998
0.5093015,0.42619075,0.09818709,0.57073885,0.35468186,999
0.5093015,0.47216161,0.09818709,0.57383244,0.40786319,1000
0.47896591,0.50685455,0.09818709,0.57383244,0.39245909,1001
0.45148758,0.52168943,0.11370789,0.58028738,0.36193348,1002
0.43313319,0.57345501,0.11370789,0.58028738,0.37114551,1003
0.43313319,0.57345501,0.11370789,0.58028738,0.36151315,1004
0.43313319,0.57345501,0.11118364,0.58028738,0.32069664,1005
0.45150801,0.55723068,0.05518966,0.58028738,0.40204435,1006
0.48167664,0.50363229,0.05518966,0.58028738,0.35761714,1007
0.51332617,0.50363229,0.05518966,0.58028738,0.36423935,1008
0.53917215,0.50363229,0.080644,0.56648451,0.44022096,1009
0.53917215,0.45710615,0.08831668,0.53148932,0.51023101,1010
0.56565666,0.41002292,0.08831668,0.51717422,0.46247404,1011
0.60695785,0.3888185,0.08831668,0.51717422,0.35382349,1012
0.61563359,0.3888185,0.08831668,0.51717422,0.34317704,1013
0.69981506,0.38165968,0.09268201,0.53681708,0.31344011,1014
0.72445694,0.37360656,0.09268201,0.58147091,0.31476564,1015
0.72445694,0.37360656,0.09268201,0.58147091,0.37297577,1016
0.72445694,0.37360656,0.12230148,0.58147091,0.40161585,1017
0.6760537,0.37360656,0.12501302,0.58147091,0.32374871,1018
0.6717553,0.3833371,0.12501302,0.58147091,0.35371296,1019
0.6717553,0.38987037,0.12501302,0.58147091,0.43489052,1020
0.6717553,0.39455888,0.12501302,0.55263624,0.45188613,1021
0.6717553,0.39455888,0.12501302,0.55263624,0.42947705,1022
0.65076642,0.39455888,0.12501302,0.55263624,0.42066604,1023
0.59850968,0.36662088,0.12501302,0.55824716,0.42716656,1024
0.59850968,0.36370397,0.12501302,0.55824716,0.42530853,1025
0.59850968,0.30384687,0.12501302,0.55824716,0.48161516,1026
0.64789309,0.29296086,0.12501302,0.53580616,0.43076719,1027
0.64789309,0.29296086,0.12501302,0.51623069,0.38845446,1028
0.64789309,0.29296086,0.12501302,0.50843123,0.46923918,1029
0.63516016,0.32332968,0.12501302,0.50843123,0.44636594,1030
0.63516016,0.32332968,0.12501302,0.50160765,0.47978817,1031
0.63516016,0.36507495,0.12501302,0.50160765,0.44174768,1032
0.63878313,0.37859136,0.12501302,0.50160765,0.53849622,1033
0.63878313,0.37859136,0.08503171,0.49116911,0.57921227,1034
0.63878313,0.3915601,0.08503171,0.49116911,0.40849124,1035
0.63878313,0.39664198,0.08503171,0.49116911,0.3689028,1036
0.63878313,0.39664198,0.08503171,0.49116911,0.45020832,1037
0.63878313,0.39664198,0.08783067,0.48108163,0.39193176,1038
0.63878313,0.38363774,0.08783067,0.4620963,0.417492,1039
0.63878313,0.38363774,0.11748816,0.4620963,0.4230465,1040
0.63878313,0.38363774,0.11748816,0.4620963,0.39870316,1041
0.63878313,0.39008009,0.11748816,0.4620963,0.35645876,1042
0.63878313,0.39008009,0.11748816,0.44848575,0.46449759,1043
0.63878313,0.40337157,0.11748816,0.41293482,0.45370196,1044
0.64889152,0.40337157,0.11748816,0.41293482,0.40611732,1045
0.64889152,0.40337157,0.11748816,0.41293482,0.44701985,1046
0.64889152,0.40337157,0.14371441,0.42972727,0.39293796,1047
0.64889152,0.40337157,0.14371441,0.42972727,0.41439284,1048
0.64889152,0.40337157,0.14371441,0.42972727,0.43274528,1049
0.64889152,0.37938099,0.14371441,0.43345013,0.52185099,1050
0.63919147,0.37938099,0.14371441,0.48910656,0.46567557,1051
0.58680392,0.37938099,0.14371441,0.49114952,0.4873692,1052
0.58680392,0.36954577,0.14371441,0.51070354,0.46611551,1053
0.58680392,0.3553886,0.12038113,0.51882292,0.48705912,1054
0.58393185,0.3553886,0.12038113,0.51882292,0.53549751,1055
0.57814231,0.3553886,0.12038113,0.51882292,0.48747619,1056
0.57611678,0.37744097,0.12038113,0.54126842,0.55071022,1057
0.57611678,0.39630294,0.12301837,0.56971321,0.493717,1058
0.5602233,0.42644466,0.12301837,0.57469829,0.4157494,1059
0.54920348,0.44889003,0.12301837,0.57469829,0.4368716,1060
0.43238704,0.44889003,0.12301837,0.58259811,0.54169121,1061
0.43238704,0.44889003,0.12301837,0.58259811,0.54373437,1062
0.39419627,0.43994115,0.12301837,0.58259811,0.4319566,1063
0.39419627,0.42782252,0.12301837,0.53503549,0.42417111,1064
0.39419627,0.38263585,0.12301837,0.53503549,0.45959403,1065
0.40856763,0.36668608,0.12301837,0.53503549,0.5410098,1066
0.43332053,0.36668608,0.12301837,0.53503549,0.55583294,1067
0.44087715,0.35433383,0.12301837,0.53839635,0.52834007,1068
0.49341904,0.33439752,0.12301837,0.53839635,0.51753464,1069
0.50344607,0.33439752,0.09680145,0.53839635,0.53544741,1070
0.50392334,0.33439752,0.09680145,0.53692488,0.57894466,1071
0.53479501,0.3590984,0.09680145,0.52377292,0.54415443,1072
0.53479501,0.39336067,0.11883176,0.51794359,0.49178274,1073
0.53479501,0.40408042,0.11883176,0.51794359,0.59204289,1074
0.5199501,0.4286922,0.11883176,0.51794359,0.48187324,1075
0.49290493,0.42993895,0.11883176,0.51794359,0.43626152,1076
0.49290493,0.42993895,0.11883176,0.51794359,0.35975258,1077
0.49290493,0.42993895,0.11883176,0.51794359,0.44519286,1078
0.47402364,0.41504177,0.10727704,0.59058761,0.46022508,1079
0.41131861,0.41504177,0.09618203,0.59058761,0.42465461,1080
0.31510412,0.38545244,0.09618203,0.59058761,0.52613466,1081
0.31510412,0.38545244,0.09618203,0.59000399,0.62109677,1082
0.31510412,0.38545244,0.09618203,0.59000399,0.47181102,1083
0.31510412,0.38545244,0.09618203,0.57672472,0.43242404,1084
0.34415761,0.41610523,0.09618203,0.57672472,0.38508414,1085
0.44278815,0.43329124,0.1150477,0.56938419,0.52511404,1086
0.4669531,0.47535671,0.1150477,0.56938419,0.54131825,1087
0.4669531,0.47535671,0.13938662,0.51271962,0.45244612,1088
0.4669531,0.47535671,0.13938662,0.51271962,0.49843081,1089
0.4669531,0.46166607,0.13938662,0.51271962,0.4892629,1090
0.51989396,0.43552539,0.13938662,0.54876731,0.4860159,1091
0.51989396,0.43552539,0.13938662,0.54876731,0.55412273,1092
0.51989396,0.43552539,0.13938662,0.57488012,0.58419887,1093
0.51989396,0.43552539,0.13938662,0.5802273,0.56707967,1094
0.51989396,0.43552539,0.13938662,0.5802273,0.5522696,1095
0.51989396,0.43595316,0.13938662,0.5802273,0.57887796,1096
0.55577182,0.44046346,0.13938662,0.5802273,0.51829881,1097
0.56954721,0.45722097,0.13938662,0.5802273,0.49967386,1098
0.56954721,0.45722097,0.13938662,0.5802273,0.50049656,1099
0.59949358,0.45722097,0.13938662,0.5802273,0.47290787,1100
0.64950403,0.45722097,0.13938662,0.5802273,0.46817473,1101
0.64950403,0.45722097,0.13938662,0.6382937,0.47408449,1102
0.64950403,0.45002086,0.13938662,0.6382937,0.54923359,1103
0.55116058,0.45002086,0.13938662,0.6382937,0.4347329,1104
0.49817182,0.45002086,0.13938662,0.58550163,0.47535339,1105
0.49817182,0.46622274,0.13938662,0.56023289,0.52600018,1106
0.49817182,0.48650387,0.13938662,0.56023289,0.55937531,1107
0.50652435,0.48896041,0.13938662,0.54534524,0.62025773,1108
0.50652435,0.51288398,0.13938662,0.54534524,0.69188733,1109
0.50652435,0.51288398,0.13938662,0.51937698,0.70244612,1110
0.55899207,0.51288398,0.13938662,0.51937698,0.59684927,1111
0.55899207,0.5315395,0.13938662,0.51937698,0.58937359,1112
0.57844413,0.55883239,0.13938662,0.50395917,0.625736,1113
0.57844413,0.55883239,0.13689954,0.50395917,0.69900448,1114
0.57844413,0.55883239,0.13689954,0.50395917,0.61746021,1115
0.57844413,0.54940466,0.13689954,0.50395917,0.62485966,1116
0.54690369,0.54940466,0.13689954,0.50395917,0.67825034,1117
0.54325236,0.47556897,0.11951183,0.50395917,0.63483912,1118
0.51232784,0.47556897,0.11951183,0.48541307,0.65040874,1119
0.4893599,0.47556897,0.11951183,0.47600618,0.60353791,1120
0.4893599,0.45763788,0.13312213,0.47600618,0.60842841,1121
0.4893599,0.45327681,0.13312213,0.47600618,0.58279031,1122
0.4893599,0.45327681,0.13312213,0.47600618,0.54432322,1123
0.4893599,0.45327681,0.13312213,0.47600618,0.542316,1124
0.56041131,0.45327681,0.13312213,0.49515216,0.57712393,1125
0.62192598,0.41507292,0.13312213,0.52294214,0.66329272,1126
0.62192598,0.41507292,0.13312213,0.52294214,0.64315521,1127
0.62192598,0.39459546,0.13312213,0.52294214,0.64263115,1128
0.62192598,0.38932922,0.13312213,0.43540189,0.52730311,1129
0.62130315,0.38932922,0.13312213,0.43540189,0.62970334,1130
0.56844514,0.37423174,0.13312213,0.43540189,0.62268529,1131
0.56844514,0.37423174,0.13312213,0.43540189,0.59394285,1132
0.56690959,0.37423174,0.13312213,0.47750123,0.57194268,1133
0.56690959,0.37539699,0.13312213,0.48108503,0.50471872,1134
0.56690959,0.38536116,0.13312213,0.5321508,0.53314155,1135
0.56690959,0.38536116,0.13312213,0.55042763,0.62363785,1136
0.57239512,0.38536116,0.13312213,0.56811154,0.5162739,1137
0.57239512,0.38536116,0.13312213,0.56811154,0.51365006,1138
0.60869608,0.38536116,0.09301097,0.56811154,0.43995798,1139
0.631541,0.39753701,0.09301097,0.53365519,0.47109068,1140
0.66489675,0.42971908,0.09301097,0.53365519,0.53559333,1141
0.66906051,0.44506142,0.09301097,0.53365519,0.59689119,1142
0.66906051,0.46772629,0.09301097,0.53365519,0.60226574,1143
0.66906051,0.46857713,0.09301097,0.50769617,0.61389524,1144
0.60589957,0.46969638,0.17947614,0.50769617,0.5486981,1145
0.60589957,0.49273976,0.17947614,0.50769617,0.49462736,1146
0.58595261,0.49273976,0.17947614,0.51321425,0.40131094,1147
0.55603212,0.50648075,0.1553767,0.51321425,0.3868918,1148
0.55603212,0.52872654,0.1553767,0.51321425,0.40346571,1149
0.55603212,0.53301009,0.1543897,0.46457755,0.40705191,1150
0.57242161,0.54102156,0.11799045,0.46457755,0.34658465,1151
0.57242161,0.54102156,0.11799045,0.46457755,0.49338596,1152
0.57242161,0.54102156,0.11799045,0.53426278,0.49703695,1153
0.57242161,0.51784271,0.11799045,0.53426278,0.43937049,1154
0.57242161,0.51784271,0.11799045,0.53426278,0.44117652,1155
0.57242161,0.51784271,0.11799045,0.53426278,0.49266888,1156
0.57242161,0.51784271,0.11799045,0.5561353,0.51187642,1157
0.57242161,0.51784271,0.11799045,0.5561353,0.56998419,1158
0.58862858,0.48345692,0.11799045,0.5561353,0.54631437,1159
0.58862858,0.48345692,0.12329436,0.5561353,0.50158225,1160
0.58862858,0.48345692,0.19682911,0.53929695,0.51022611,1161
0.57106647,0.48613586,0.19682911,0.53929695,0.536997,1162
0.57106647,0.48613586,0.19682911,0.50780271,0.51869165,1163
0.57106647,0.48613586,0.19682911,0.50780271,0.48423247,1164
0.60959799,0.48613586,0.19682911,0.50780271,0.50182237,1165
0.60959799,0.43772331,0.16160114,0.53259646,0.47609497,1166
0.60959799,0.43772331,0.15396804,0.53259646,0.44142643,1167
0.60959799,0.42866504,0.15396804,0.57114453,0.41104375,1168
0.60959799,0.40612984,0.15396804,0.5985242,0.3824878,1169
0.60959799,0.40612984,0.15396804,0.5985242,0.41540366,1170
0.65555778,0.40612984,0.15555203,0.5985242,0.41450799,1171
0.68258088,0.43383529,0.15555203,0.55804175,0.25701315,1172
0.7744288,0.51444513,0.15555203,0.49390583,0.31832761,1173
0.77675174,0.54270876,0.1485613,0.49390583,0.22652974,1174
0.77675174,0.54270876,0.1485613,0.49390583,0.29763855,1175
0.77675174,0.54270876,0.1485613,0.49390583,0.38698437,1176
0.74297696,0.54270876,0.1485613,0.51414487,0.3352293,1177
0.66454775,0.52285214,0.1485613,0.52994463,0.32430707,1178
0.57733335,0.51629098,0.1485613,0.59141389,0.26441423,1179
0.51971435,0.51629098,0.1485613,0.59141389,0.25685089,1180
0.51971435,0.51629098,0.1485613,0.59141389,0.29002321,1181
0.51971435,0.53890405,0.1485613,0.5808614,0.33403662,1182
0.53820667,0.55255014,0.1485613,0.57313664,0.38279788,1183
0.56962758,0.55338178,0.1485613,0.52018975,0.41510202,1184
0.56962758,0.55338178,0.1485613,0.50262876,0.42020677,1185
0.56962758,0.55338178,0.13318112,0.50262876,0.44311078,1186
0.60303814,0.54866719,0.13318112,0.50262876,0.39962006,1187
0.60303814,0.54866719,0.13318112,0.50262876,0.36532177,1188
0.60303814,0.54866719,0.1485201,0.50262876,0.35684479,1189
0.53099545,0.58294431,0.1485201,0.50262876,0.38073703,1190
0.53099545,0.59092463,0.1485201,0.50262876,0.26603705,1191
0.53099545,0.60854929,0.1485201,0.50262876,0.24575362,1192
0.57223817,0.64322122,0.19773177,0.45197377,0.31007306,1193
0.57223817,0.64322122,0.19773177,0.44976507,0.25970205,1194
0.57223817,0.64322122,0.19773177,0.44976507,0.30134943,1195
0.55246912,0.63730553,0.15988784,0.44976507,0.2109035,1196
0.48327573,0.63730553,0.1528848,0.48295535,0.33882339,1197
0.45625671,0.63730553,0.1528848,0.48295535,0.37343667,1198
0.40640749,0.63730553,0.1528848,0.48295535,0.33143047,1199
0.36670899,0.66590312,0.13776941,0.46720174,0.43944208,1200
0.35107214,0.70058157,0.13109902,0.43815704,0.60110382,1201
0.35107214,0.70058157,0.13109902,0.43815704,0.69000344,1202
0.35107214,0.70058157,0.13109902,0.41248787,0.61391484,1203
0.40505101,0.65826111,0.13109902,0.41248787,0.58705956,1204
0.46249228,0.64001634,0.13109902,0.41248787,0.62015891,1205
0.52070591,0.63994752,0.13109902,0.42208758,0.53782134,1206
0.52070591,0.59060951,0.13109902,0.42208758,0.56655398,1207
0.52070591,0.59060951,0.13109902,0.44254764,0.50610441,1208
0.52070591,0.59060951,0.15161884,0.44254764,0.53804838,1209
0.52070591,0.59217717,0.15161884,0.44254764,0.57851942,1210
0.53192142,0.59217717,0.15161884,0.466229,0.5022977,1211
0.53192142,0.59614777,0.15161884,0.466229,0.53960614,1212
0.53192142,0.59614777,0.15161884,0.466229,0.5437439,1213
0.5260471,0.60258216,0.15161884,0.466229,0.42734324,1214
0.49453838,0.60258216,0.14153613,0.466229,0.45262308,1215
0.49453838,0.60258216,0.14153613,0.51137311,0.49103653,1216
0.49453838,0.60258216,0.12530509,0.51137311,0.51120944,1217
0.50310263,0.58900272,0.12530509,0.51137311,0.54118839,1218
0.51599651,0.58900272,0.12530509,0.5318512,0.57106008,1219
0.52688473,0.58900272,0.16616267,0.5318512,0.57564077,1220
0.58723108,0.58900272,0.16616267,0.58184304,0.56939833,1221
0.59931663,0.58378176,0.16616267,0.58184304,0.70893984,1222
0.59931663,0.58378176,0.13016741,0.58184304,0.63311095,1223
0.59931663,0.5725444,0.11412906,0.57273643,0.59711851,1224
0.59931663,0.5335353,0.11412906,0.57273643,0.60779246,1225
0.59931663,0.48202255,0.11412906,0.56243332,0.56495076,1226
0.59931663,0.48202255,0.14910421,0.56243332,0.56010055,1227
0.59931663,0.48202255,0.14910421,0.54382704,0.59960923,1228
0.57212284,0.48202255,0.14910421,0.53616885,0.52876177,1229
0.56050226,0.48202255,0.1381602,0.5259877,0.5716296,1230
0.55394672,0.50938861,0.1381602,0.5259877,0.64134754,1231
0.55394672,0.50938861,0.1381602,0.5259877,0.56708457,1232
0.55394672,0.50938861,0.14472126,0.60449652,0.58943185,1233
0.5415806,0.4662097,0.14472126,0.60449652,0.59939362,1234
0.52236285,0.45741947,0.14472126,0.66101284,0.56438587,1235
0.46174277,0.43021785,0.14472126,0.66101284,0.60985494,1236
0.46174277,0.40405724,0.14472126,0.66101284,0.58636671,1237
0.46174277,0.40405724,0.14472126,0.61883565,0.5562922,1238
0.46174277,0.40405724,0.14472126,0.61883565,0.57063157,1239
0.46174277,0.42533048,0.14472126,0.61883565,0.54576908,1240
0.56332199,0.42559526,0.14472126,0.61883565,0.50779529,1241
0.60897825,0.42559526,0.11637806,0.61883565,0.57728128,1242
0.60897825,0.42559526,0.11637806,0.63203739,0.49083671,1243
0.60897825,0.41520839,0.11637806,0.63843834,0.51045642,1244
0.60434858,0.37265321,0.17857549,0.64023867,0.49667841,1245
0.60434858,0.33787659,0.20542008,0.64023867,0.47743684,1246
0.57053852,0.33787659,0.20542008,0.64023867,0.57682528,1247
0.55979397,0.33787659,0.20542008,0.59079353,0.58233921,1248
0.55979397,0.38408471,0.20542008,0.57989802,0.66437814,1249
0.55979397,0.41568362,0.20542008,0.57989802,0.60890728,1250
0.68914216,0.41568362,0.20542008,0.57949471,0.50242102,1251
0.77639807,0.41568362,0.16908227,0.57949471,0.4868985,1252
0.77639807,0.40336614,0.16908227,0.57949471,0.58052337,1253
0.77639807,0.38824077,0.16908227,0.57949471,0.49532185,1254
0.77639807,0.38824077,0.16908227,0.57949471,0.49059986,1255
0.77639807,0.38824077,0.16764454,0.57949471,0.53364301,1256
0.77639807,0.45353181,0.16764454,0.55819097,0.64027356,1257
0.77639807,0.46458299,0.16764454,0.53992179,0.61749288,1258
0.77639807,0.51065129,0.16764454,0.53992179,0.71550842,1259
0.77639807,0.51065129,0.16764454,0.53992179,0.63773057,1260
0.77639807,0.51065129,0.16764454,0.53992179,0.71209291,1261
0.77639807,0.49507678,0.16764454,0.53992179,0.74671244,1262
0.77639807,0.46552946,0.16764454,0.52059655,0.76038183,1263
0.77639807,0.45218836,0.16764454,0.52059655,0.74717824,1264
0.77639807,0.45218836,0.16764454,0.52059655,0.7238863,1265
0.76941451,0.45218836,0.18839463,0.47465754,0.67976426,1266
0.75592765,0.46502996,0.18839463,0.47465754,0.69223934,1267
0.75592765,0.47839895,0.18839463,0.47465754,0.68425103,1268
0.75592765,0.49200664,0.18839463,0.47465754,0.60562625,1269
0.75592765,0.49200664,0.18839463,0.47465754,0.55920815,1270
0.75592765,0.49200664,0.15414321,0.47699476,0.59777897,1271
0.75592765,0.50055346,0.15414321,0.51122606,0.65843924,1272
0.75592765,0.50055346,0.15414321,0.51122606,0.6377989,1273
0.75592765,0.50055346,0.21432153,0.51122606,0.6197628,1274
0.73597405,0.50055346,0.21432153,0.48288311,0.70515925,1275
0.73597405,0.50055346,0.21432153,0.4298612,0.7409309,1276
0.73597405,0.51703424,0.20684179,0.4298612,0.72037169,1277
0.75207193,0.51703424,0.20684179,0.41587889,0.70459599,1278
0.75207193,0.51703424,0.20684179,0.41587889,0.6486528,1279
0.75207193,0.4944755,0.20684179,0.41587889,0.61562014,1280
0.71469224,0.44022476,0.23834785,0.41587889,0.62829804,1281
0.71469224,0.41021598,0.23834785,0.41587889,0.56242738,1282
0.69836556,0.41021598,0.23834785,0.41587889,0.58803962,1283
0.61976968,0.41021598,0.18065599,0.45216928,0.5341864,1284
0.60405433,0.42679601,0.18065599,0.45216928,0.536437,1285
0.60405433,0.45941672,0.18065599,0.45216928,0.55848917,1286
0.60405433,0.51777171,0.18065599,0.4126217,0.5711265,1287
0.65991756,0.51777171,0.18065599,0.36887352,0.56369465,1288
0.68685525,0.51777171,0.18065599,0.36887352,0.64731257,1289
0.68685525,0.49424513,0.18065599,0.36887352,0.59289799,1290
0.68685525,0.47830115,0.18065599,0.37595947,0.69201883,1291
0.65039079,0.47830115,0.18065599,0.37595947,0.63379726,1292
0.61991876,0.47830115,0.18065599,0.37595947,0.62513054,1293
0.61991876,0.48484783,0.18065599,0.3710679,0.61551152,1294
0.61991876,0.50377573,0.18065599,0.3710679,0.69647619,1295
0.61991876,0.53515078,0.19454479,0.3710679,0.67635828,1296
0.6221923,0.53515078,0.19454479,0.40035873,0.64316991,1297
0.6221923,0.53515078,0.19454479,0.40450608,0.6405477,1298
0.6221923,0.49317152,0.19014904,0.40831965,0.60464293,1299
0.6221923,0.49317152,0.19014904,0.40831965,0.59499614,1300
0.6221923,0.49317152,0.19014904,0.40831965,0.60163931,1301
0.6221923,0.54001605,0.1898268,0.40831965,0.64909274,1302
0.6221923,0.57241038,0.1898268,0.40831965,0.66140883,1303
0.64560238,0.57241038,0.1898268,0.40831965,0.65419912,1304
0.67015039,0.60324718,0.19771823,0.40831965,0.60538124,1305
0.67015039,0.63572772,0.19771823,0.40831965,0.62888553,1306
0.67015039,0.63572772,0.19771823,0.40831965,0.67719569,1307
0.67015039,0.63572772,0.19771823,0.40831965,0.6653111,1308
0.60555618,0.6248917,0.18462399,0.40831965,0.60697792,1309
0.605289,0.61739312,0.17920808,0.41016429,0.4982378,1310
0.54448375,0.6117969,0.17920808,0.41016429,0.58049914,1311
0.54448375,0.6096439,0.17920808,0.41016429,0.63451951,1312
0.54448375,0.60396002,0.17920808,0.41016429,0.62160777,1313
0.57199636,0.60396002,0.17920808,0.41016429,0.67281455,1314
0.58781557,0.60396002,0.17920808,0.41016429,0.68263312,1315
0.58781557,0.60396002,0.17920808,0.41016429,0.70504546,1316
0.58781557,0.60396002,0.1732526,0.41016429,0.63738183,1317
0.58781557,0.57552326,0.1732526,0.41016429,0.69072052,1318
0.58781557,0.57552326,0.1732526,0.41016429,0.60453076,1319
0.58781557,0.57552326,0.17830105,0.41715899,0.67128593,1320
0.53237272,0.57552326,0.17830105,0.41715899,0.68777054,1321
0.53237272,0.5874749,0.17830105,0.41715899,0.69126418,1322
0.53237272,0.60291684,0.15641763,0.40599341,0.69083921,1323
0.58285741,0.64446289,0.15641763,0.40599341,0.72652157,1324
0.58285741,0.65010982,0.15641763,0.40599341,0.76850653,1325
0.58285741,0.65642902,0.15641763,0.41439362,0.60882615,1326
0.56929605,0.65662317,0.15641763,0.44261555,0.61763716,1327
0.5030736,0.65662317,0.15641763,0.44261555,0.61262307,1328
0.5030736,0.65662317,0.15641763,0.44261555,0.69648273,1329
0.5030736,0.68779176,0.15641763,0.40426555,0.65566295,1330
0.5030736,0.68779176,0.15641763,0.40426555,0.62004838,1331
0.5030736,0.68779176,0.15641763,0.40426555,0.62064404,1332
0.51605216,0.67001063,0.15641763,0.40426555,0.69879186,1333
0.53779008,0.67001063,0.15641763,0.40426555,0.66891364,1334
0.54864252,0.67001063,0.15641763,0.40426555,0.70366793,1335
0.56501395,0.69071267,0.15641763,0.40426555,0.65161585,1336
0.57468337,0.72200948,0.15641763,0.40426555,0.63951074,1337
0.57468337,0.72200948,0.15641763,0.40426555,0.64603059,1338
0.62627122,0.7632165,0.14948918,0.36714628,0.56551375,1339
0.64097223,0.77290067,0.1447284,0.36714628,0.67460915,1340
0.65782661,0.77290067,0.1447284,0.30848557,0.65347224,1341
0.65782661,0.77290067,0.1447284,0.30848557,0.62904125,1342
0.65782661,0.77290067,0.1447284,0.30848557,0.66727312,1343
0.62148073,0.77290067,0.1447284,0.318613,0.60930148,1344
0.5878297,0.77290067,0.1447284,0.36537436,0.51134093,1345
0.5878297,0.77290067,0.1447284,0.39139925,0.51078747,1346
0.5878297,0.77162568,0.1447284,0.39139925,0.54014816,1347
0.5878297,0.69441305,0.1447284,0.39139925,0.53154324,1348
0.5878297,0.6863132,0.1447284,0.37919421,0.48028146,1349
0.5878297,0.6863132,0.1447284,0.37919421,0.44725834,1350
0.5224152,0.67745922,0.16726613,0.37919421,0.58589274,1351
0.50475387,0.67745922,0.16726613,0.30962264,0.50078868,1352
0.50475387,0.67745922,0.18103019,0.30083364,0.55695429,1353
0.50475387,0.67745922,0.18103019,0.28473993,0.5098918,1354
0.58844445,0.66100959,0.18103019,0.28473993,0.59772533,1355
0.60710089,0.64535539,0.18103019,0.28473993,0.53503034,1356
0.68721094,0.5548828,0.18103019,0.28473993,0.5053239,1357
0.68721094,0.52367147,0.18103019,0.28473993,0.49430612,1358
0.68721094,0.52367147,0.18103019,0.35197769,0.54505037,1359
0.68394701,0.52367147,0.18103019,0.35197769,0.5081394,1360
0.68394701,0.52367147,0.18103019,0.35197769,0.4442403,1361
0.68394701,0.5557753,0.18103019,0.35197769,0.50459213,1362
0.68394701,0.58543346,0.18103019,0.35197769,0.49300155,1363
0.61603311,0.62402673,0.18103019,0.35197769,0.44437968,1364
0.61603311,0.62402673,0.18103019,0.35197769,0.41571047,1365
0.61603311,0.62402673,0.18103019,0.35197769,0.48754616,1366
0.63233549,0.58488289,0.18103019,0.35197769,0.4477696,1367
0.63233549,0.5392641,0.18103019,0.34627418,0.37349329,1368
0.63233549,0.5392641,0.18103019,0.34627418,0.32392076,1369
0.55200539,0.5392641,0.18103019,0.34627418,0.36275782,1370
0.55200539,0.5392641,0.18103019,0.37122836,0.37804676,1371
0.55200539,0.5392641,0.17393123,0.41227417,0.37799313,1372
0.55200539,0.5392641,0.17393123,0.41227417,0.3576302,1373
0.56258683,0.5392641,0.17393123,0.41227417,0.32199794,1374
0.57062008,0.5392641,0.17393123,0.40811102,0.36443727,1375
0.57062008,0.51907569,0.16247679,0.4043582,0.44886972,1376
0.57062008,0.48002385,0.16247679,0.4043582,0.49580534,1377
0.59757646,0.47517234,0.16247679,0.4043582,0.51112341,1378
0.64788234,0.47517234,0.16247679,0.4043582,0.44164232,1379
0.68608337,0.47517234,0.16247679,0.34705335,0.43654873,1380
0.68608337,0.49350186,0.16247679,0.34705335,0.505423,1381
0.68608337,0.52221971,0.16247679,0.34705335,0.43436129,1382
0.6695166,0.52221971,0.16247679,0.36331071,0.52375747,1383
0.65476561,0.52221971,0.16247679,0.38770533,0.53169406,1384
0.65476561,0.52221971,0.16247679,0.38770533,0.52750593,1385
0.60169044,0.52221971,0.16247679,0.38770533,0.39549047,1386
0.55924417,0.45715505,0.16247679,0.36767811,0.50110338,1387
0.55924417,0.45037656,0.16247679,0.36669981,0.45833302,1388
