IP2,IP5,Boston,Park
,,11.494158,14.46759
,,11.243173,14.214811
,,10.451942,14.359292
,,8.346485,16.044891
,,8.22317,19.52491
,,8.957067,18.60545
,,8.879829,15.816677
,,8.565876,15.211466
,,9.830504,15.165688
,,9.105655,15.58343
,,9.964706,17.337841
,,9.967759,21.26713
,,10.479969,22.330275
,,10.645981,20.709417
,,10.287077,19.923668
,,10.600251,18.66897
,,10.799402,18.336405
,,10.191836,17.897985
,,10.771923,16.960848
,,11.01265,16.570217
,,11.456796,16.686214
,,11.350687,16.633299
,,11.245777,16.469877
,,11.603889,15.695888
,,10.763139,13.299285
,,11.357336,13.068671
,,11.400702,12.957774
,,10.498957,13.003855
,,9.505705,11.922313
,,10.585767,11.507936
,,11.384876,10.563925
,,10.826282,9.932366
,,11.189013,10.454701
,,10.945016,10.350337
,,10.569468,11.229052
,,10.588635,10.940251
,,9.714751,11.498917
,,10.456973,10.93552
,,10.512993,12.031061
,,9.762626,11.955117
,,10.178595,12.39088
,,9.728182,12.296224
,,10.241589,11.433324
,,9.467619,10.433981
,,10.292152,10.075655
,,9.747095,10.175085
,,10.535384,9.315413
,,10.891363,10.118523
,,10.497251,10.742077
,,9.128803,11.543699
,,8.913311,11.531855
,,9.760559,11.881877
,,9.806962,11.603417
,,10.347604,12.577919
,,10.070206,12.939719
,,10.193767,12.829739
,,9.615873,12.181363
,,9.969831,11.682979
,,10.28813,11.060633
,,10.713549,12.031023
,,10.917465,12.807631
,,10.293718,12.387095
,,9.958883,12.800835
,,10.741935,12.949375
,,10.8989,13.697571
,,11.130405,13.50528
,,11.070507,15.007984
,,10.455832,15.901855
,,10.112869,16.624182
,,10.037337,18.358465
,,10.742968,19.08222
,,10.777365,18.612322
,,11.071354,17.908575
,,10.815086,17.699333
,,11.28181,17.084251
,,10.123635,17.815529
,,9.826025,19.467571
,,9.466492,19.991974
,,9.122098,20.570009
,,10.041824,16.68936
,,9.805997,16.204699
,,10.326103,16.928802
,,12.15165,17.409933
,,11.58393,17.52487
,,12.399301,18.448851
,,13.282752,19.65086
,,13.09691,21.961973
,,12.863285,23.475496
,,12.64929,23.556147
,,13.240879,22.969513
,,13.376079,21.472931
,,12.831612,20.67272
,,12.942333,19.276211
,,13.127438,19.099766
,,11.972436,19.835224
,,11.959018,20.787018
,,12.073483,21.124519
,,12.665149,21.670296
,,13.228195,21.218489
,,13.583321,19.686592
,,12.917152,19.679462
,,13.412543,20.036346
,,13.539042,19.778978
,,13.363505,18.223009
,,13.028618,17.324471
,,12.487726,15.635981
,,12.161435,13.957592
,,12.943316,13.860922
,,13.152687,14.404368
,,14.323366,13.212623
,,14.95852,13.009272
,,19.022324,12.617655
,,20.994358,11.368063
,,19.940628,11.106249
,,19.648426,11.963737
,,17.442968,12.276897
,,16.149954,12.614706
,,14.839812,12.807559
,,14.381948,13.64181
,,13.656253,13.039578
,,14.408139,13.335836
,,15.235773,13.193583
,,19.837179,12.959739
,,21.614071,12.130157
,,21.828152,11.089753
,,21.872911,10.514635
,,21.63328,10.197872
,,18.739935,10.561201
,,16.633421,12.08942
,,15.299894,12.251983
,,15.089322,11.896646
,,14.384237,11.366976
,,13.977647,12.401586
,,13.794303,11.799959
,,13.623878,10.880672
,,11.858602,9.55672
,,10.953983,8.480056
,,10.953136,10.139059
,,11.657372,9.466473
,,12.560863,8.799356
,,12.582476,8.894147
,,13.311274,10.64262
,,13.92819,10.841412
,,13.399669,11.00569
,,12.786486,12.067064
,,13.141538,12.159807
,,13.505239,12.635522
,,13.119292,11.431479
,,13.760584,11.642581
,,13.131714,10.39362
,,13.076841,11.624008
,,12.30317,13.178568
,,13.731163,14.041101
,,14.170543,14.155313
,,16.300621,12.942333
,,16.497601,13.964458
,,19.209408,16.969126
,,20.674641,15.803933
,,20.231674,15.90302
,,20.509102,17.518703
,,21.418579,15.623184
,,22.325546,11.906355
,,22.687504,11.522493
,,22.923702,15.672885
,,22.85281,18.249298
,,22.770559,17.507492
,,22.637091,14.522194
,,22.666037,11.1471
,,18.41399,12.930671
,,17.878801,13.249018
,,15.68737,11.796593
,,13.946568,11.918011
,,12.398676,12.565007
,,11.763075,14.88007
,,10.457901,13.038544
,,13.260889,11.221102
,,15.026006,11.566376
,,15.235209,11.360359
,,14.089536,14.177475
,,12.657622,15.150524
,,11.67951,12.814044
,,10.353765,13.871466
,,12.313539,13.592329
,,10.08052,16.482317
,,9.378124,21.354101
,,9.280703,17.093647
,,10.794883,13.75811
,,11.107056,13.603643
,,9.973344,14.404191
,,12.062482,17.999659
,,12.644586,18.581165
,,13.071043,16.815748
,,13.530742,14.804286
,,13.13633,13.034143
,,10.467049,11.729513
,,9.285147,11.667698
,,9.258126,11.604733
,,9.061592,10.627197
,,9.921089,9.997243
,,10.756808,10.031069
,,10.969739,11.92804
,,11.165833,10.872173
,,12.426788,9.864181
,,11.957684,8.851467
,,10.694661,8.490195
,,11.265812,10.384401
,,11.786266,9.6746
,,12.364364,11.898519
,,11.981817,12.370883
,,11.38415,12.508755
,,12.01573,12.488094
,,12.23053,12.208528
,,11.635551,13.234489
,,10.80443,13.4195
,,10.961205,13.712834
,,10.308471,13.09676
,,10.081726,12.602673
,,9.475443,12.176754
,,10.013187,12.200731
,,9.363441,12.599353
,,9.675737,11.877024
,,10.457816,11.675266
,,11.701976,11.244136
,,13.396162,11.854583
,,15.181579,11.795961
,,16.207378,13.170378
,,16.875216,13.872627
,,17.516457,13.427068
,,16.74164,12.694634
,,14.301764,12.427983
,,13.734803,12.769631
,,14.470711,13.649839
,,13.965817,14.158209
,,13.922034,14.63978
,,14.161582,14.451506
,,16.210522,13.765759
,,,14.151344
,,,14.625898
,,,14.792266
,,,15.345146
,,,15.323313
,,,15.298667
,,,16.068209
,,,16.492405
,,,16.250162
,,,15.884457
,,,16.764984
,,,18.399685
,,,20.644762
,,,21.47291
,,,20.182396
,,,20.001268
,,,18.387606
,,,16.475002
,,,15.573709
,,,15.738212
,,,15.622878
,,,15.613347
,,,15.569654
,,,18.467104
,,,20.322857
,,,20.660627
,,,21.106194
,,,20.953671
,,,21.005264
,,,21.026493
,,,20.996323
,,,21.051765
,,,21.042645
,,,20.996199
,,,20.777769
,,,21.044159
,,,20.934021
,,,21.027527
,,,21.022278
,,,20.972853
,,,21.019514
,,,20.97172
,,,21.081884
,,,21.306767
,,,21.38489
,,,20.571526
,,,15.32154
,,,14.921017
,,,14.219914
,,,13.17795
,,,12.72641
,,,12.060685
,,,11.238793
,,,11.954384
,,,12.467623
,,,11.393594
,,,11.029868
,,,10.510662
,,,10.015289
,,,10.229052
,,,9.436801
,,,10.760065
,,,10.736712
,,,9.820769
,,,11.594927
,,,11.7127
,,,11.10218
,,,10.437222
,,,10.453197
,,,9.813465
,,,10.725243
,,,10.029965
,,,10.369559
,,,10.691023
,,,11.982237
,,,12.041158
,,,11.553627
,,,11.528809
,,,12.857151
,,,12.290154
,,,10.167457
,,,10.651482
,,,10.386095
,,,10.468835
,,,10.602809
,,,10.252468
,,,10.886667
,,,9.887838
,,,11.738808
,,,12.031307
,,,11.597916
,,,10.992799
,,,9.426001
,,,9.460295
,,,7.541475
,,,10.391536
,,,9.213741
,,,7.716421
,,,9.030514
,,,10.190263
,,,11.243449
,,,11.880398
,,,11.55031
,,,10.541606
,,,10.256676
,,,10.018343
,,,10.38891
,,,9.516825
,,,9.839512
,,,8.854024
,,,9.204552
,,,10.476865
,,,10.320412
,,,9.773921
,,,10.335915
,,,11.854544
,,,12.313772
,,,12.032669
,,,12.337757
,,,11.897881
,,,12.258643
,,,11.677023
,,,11.211657
,,,11.146851
,,,12.684559
,,,12.138153
,,,11.154697
,,,10.359509
,,,9.11034
,,,8.518753
,,,8.363598
,,,8.506026
,,,8.851393
,,,8.084339
,,,9.424446
,,,9.391587
,,,8.4398
,,,7.428757
,,,10.523645
,,,11.36777
,,,13.555822
,,,14.538376
,,,12.070589
,,,8.783297
,,,9.143755
,,,12.514497
,,,14.158088
,,,16.470383
,,,16.856745
,,,18.5301
,,,19.321793
,,,19.155033
,,,19.772436
,,,19.440819
,,,19.943666
,,,19.966564
,,,17.293463
,,,16.705338
,,,17.333122
,,,18.601305
,,,19.897501
,,,20.526789
,,,20.275743
,,,20.656738
,,,20.561462
,,,20.62899
,,,20.710047
,,,20.763407
,,,20.755396
,,,20.355858
,,,18.631401
,,,17.034983
,,,15.384511
,,,15.132771
,,,13.834412
,,,13.779845
,,,13.305354
,,,13.149378
,,,12.950655
,,,11.235513
,,,10.467051
,,,10.665503
,,,9.980465
,,,11.179744
,,,9.658746
,,,10.587497
,,,11.869006
,,,12.599304
,,,13.504453
,,,13.063583
,,,13.46985
,,,13.431183
,,,12.760877
,,,11.805895
,,,11.699272
,,,12.105979
,,,11.13068
,,,12.680549
,,,11.912729
,,,12.81178
,,,13.472129
,,,14.29782
,,,13.475649
,,,13.088655
,,,12.495794
,,,11.984699
,,,12.612191
,,,12.570541
,,,11.918445
,,,11.480399
,,,12.862846
,,,12.790847
,,,12.214558
,,,12.425713
,,,12.11972
,,,12.615577
,,,12.057099
,,,12.686666
,,,12.859006
,,,13.389172
,,,13.644957
,,,13.137962
,,,12.395679
,,,12.96589
,,,12.656075
,,,12.746002
,,,13.710438
,,,14.101007
,,,15.093496
,,,15.29481
,,,15.171555
,,,14.866192
,,,14.456683
,,,14.092003
,,,14.898897
,,,14.479852
,,,13.947208
,,,13.44162
,,,12.823755
,,,13.070531
,,,13.018549
,,,13.985445
,,,14.842958
,,,15.487486
,,,14.65746
,,,15.0268
,,,14.896601
,,,14.713502
,,,15.617401
,,,15.217341
,,,14.670153
,,,14.328126
,,,14.090532
,,,16.075233
,,,18.029289
,,,19.447256
,,,16.909397
,,,15.602358
,,,13.35189
,,,13.216201
,,,12.684969
,,,12.965549
,,,13.611284
,,,12.745128
,,,13.108273
,,,13.145031
,,,13.322698
,,,13.131792
,,,13.013208
,,,12.980079
,,,12.770321
,,,12.81704
,,,13.700415
,,,14.678333
,,,15.594493
,,,15.038466
,,,15.004507
,,,14.914471
,,,14.706886
,,,14.42231
,,,13.972994
,,,14.007744
,,,13.401833
,,,12.911328
,,,12.743292
,,,13.008999
,,,13.422251
,,,12.144041
,,,11.829682
,,,11.086474
,,,11.433782
,,,12.364083
,,,13.181872
,,,13.685604
,,,12.899165
,,,12.806396
,,,12.037021
,,,12.663263
,,,13.45595
,,,13.923206
,,,13.846994
,,,14.091038
,,,13.75023
,,,14.0333
,,,13.917384
,,,13.605542
,,,13.732487
,,,14.740824
,,,16.014791
,,,17.242882
,,,16.901777
,,,17.061016
,,,19.027073
,,,20.684931
,,,22.213785
,,,22.197199
,,,22.121571
,,,22.451813
,,,22.858055
,,,22.500801
,,,21.759258
,,,21.577452
,,,22.675133
,,,22.538393
,,,22.856321
,,,22.863026
,,,22.94619
,,,23.060596
,,,23.031082
,,,22.514608
,,,22.63282
,,,22.795773
,,,23.203878
,,,23.350643
,,,22.83428
,,,22.766331
,,,22.626728
,,,22.870018
,,,22.774286
,,,22.602911
,,,23.050159
,,,22.54101
,,,22.096725
,,,22.084503
,,,21.176926
,,,20.50985
,,,19.410448
,,,16.954948
,,,15.082116
,,,14.250989
,,,13.95957
,,,14.144457
,,,13.6836
,,,12.580394
,,,12.556694
,,,12.16017
,,,13.137559
,,,12.45134
,,,12.96548
,,,13.297609
,,,13.246908
,,,13.409242
,,,13.417559
,,,13.880888
,,,13.497807
,,,13.762026
,,,13.443593
,,,12.945079
,,,12.548292
,,,13.06214
,,,14.142563
,,,14.173497
,,,13.215903
,,,13.522644
,,,13.889833
,,,13.566972
,,,13.252028
,,,13.192245
,,,11.696959
,,,11.25141
,,,11.642413
,,,10.634799
,,,10.825473
,,,11.49578
,,,12.531629
,,,13.81307
,,,14.065966
,,,12.70752
,,,12.285517
,,,12.204513
,,,12.858085
,,,14.274997
,,,15.918193
,,,19.552067
,,,21.131737
,,,20.576494
,,,18.041111
,,,16.92909
,,,15.031994
,,,13.918255
,,,13.89715
,,,14.258185
,,,14.847685
,,,15.312231
,,,15.409471
,,,16.125858
,,,17.172281
,,,16.57515
,,,13.577886
,,,10.797385
,,,11.685153
,,,13.183994
,,,12.937229
,,,14.670688
,,,15.516424
,,,16.279358
,,,15.464458
,,,16.462957
,,,13.91305
,,,11.408581
,,,10.637676
,,,12.673906
,,,15.407266
,,,17.343418
,,,18.00572
,,,18.014328
,,,19.492634
,,,22.318352
,,,22.691486
,,,22.825363
,,,23.406353
,,,23.011171
,,,21.94644
,,,21.166603
,,,21.693144
,,,20.43816
,,,17.831057
,,,16.431805
,,,14.645147
,,,13.605237
,,,12.505546
,,,13.371506
,,,13.721571
,,,12.869864
,,,13.185782
,,,13.040399
,,,13.272843
,,,12.998625
,,,13.664704
,,,13.344929
,,,12.882071
,,,14.34306
,,,14.323078
,,,14.585757
,,,15.283463
,,,15.651899
,,,13.993555
,,,11.854456
,,,12.823622
,,,13.111141
,,,12.513525
,,,13.488151
,,,13.960353
,,,12.827121
,,,13.262117
,,,13.790895
,,,13.721532
,,,14.017726
,,,13.256914
,,,12.821928
,,,12.435371
,,,12.954248
,,,13.179139
,,,12.229769
,,,12.51123
,,,13.269916
,,,13.610838
,,,13.337207
,,,12.626932
,,,13.218084
,,,13.008078
,,,13.876105
,,,14.433376
,,,16.147974
,,,17.349642
,,,15.988345
,,,14.953279
,,,14.090813
,,,13.453513
,,,13.358822
,,,12.532959
,,,12.930759
,,,14.455044
,,,14.397005
,,,14.345219
,,,14.764991
,,,15.674141
,,,15.495844
,,,15.087608
,,,15.18586
,,,14.867805
,,,15.390223
,,,14.950615
,,,14.943558
,,,14.522938
,,,13.920286
,,,13.21961
,,,12.731661
,,,12.82896
,,,14.118246
,,,14.109438
,,,13.460789
,,,13.282274
,,,13.348494
,,,14.321246
,,,15.30726
,,,15.447644
,,,15.565849
,,,14.782186
,,,14.429512
,,,14.532638
,,,14.498268
,,,15.044386
,,,15.765114
,,,16.896967
,,,16.621704
,,,15.122362
,,,13.0824
,,,13.410608
,,,13.719119
,,,15.460051
,,,15.097743
,,,14.351988
,,,13.891304
,,,13.249622
,,,13.08592
,,,12.846189
,,,14.236164
,,,14.166869
,,,13.986376
,,,14.675499
,,,15.454597
,,,16.525761
,,,16.219469
,,,15.640331
,,,15.727063
,,,15.216915
,,,14.12134
,,,14.840308
,,,15.349133
,,,15.006399
,,,14.062382
,,,13.4501
,,,13.299656
,,,12.40429
,,,13.568556
,,,13.153406
,,,13.045373
,,,12.732047
,,,12.829412
,,,12.307138
,,,12.123039
,,,12.779731
,,,12.340355
,,,11.866846
,,,13.214746
,,,12.806572
,,,13.07435
,,,13.493304
,,,12.942266
,,,12.802868
,,,12.196187
,,,11.900716
,,,11.648594
,,,11.941656
,,,11.469363
,,,12.240362
,,,14.017565
,,,16.128996
,,,15.624814
,,,15.040231
,,,15.641946
,,,17.072901
,,,17.984657
,,,17.867561
,,,17.555401
,,,17.675682
,,,15.668484
,,,13.811751
,,,13.07332
,,,13.165749
,,,13.14159
,,,13.60818
,,,16.034054
,,,15.548196
,,,15.39628
,,,15.421936
,,,15.475466
,,,16.27109
